Id,SalePrice
1949,180921
1950,180921
1951,180921
1952,180921
1953,180921
1954,180921
1955,180921
1956,180921
1957,180921
1958,180921
1959,180921
1960,180921
1961,180921
1962,180921
1963,180921
1964,180921
1965,180921
1966,180921
1967,180921
1968,180921
1969,180921
1970,180921
1971,180921
1972,180921
1973,180921
1974,180921
1975,180921
1976,180921
1977,180921
1978,180921
1979,180921
1980,180921
1981,180921
1982,180921
1983,180921
1984,180921
1985,180921
1986,180921
1987,180921
1988,180921
1989,180921
1990,180921
1991,180921
1992,180921
1993,180921
1994,180921
1995,180921
1996,180921
1997,180921
1998,180921
1999,180921
2000,180921
2001,180921
2002,180921
2003,180921
2004,180921
2005,180921
2006,180921
2007,180921
2008,180921
2009,180921
2010,180921
2011,180921
2012,180921
2013,180921
2014,180921
2015,180921
2016,180921
2017,180921
2018,180921
2019,180921
2020,180921
2021,180921
2022,180921
2023,180921
2024,180921
2025,180921
2026,180921
2027,180921
2028,180921
2029,180921
2030,180921
2031,180921
2032,180921
2033,180921
2034,180921
2035,180921
2036,180921
2037,180921
2038,180921
2039,180921
2040,180921
2041,180921
2042,180921
2043,180921
2044,180921
2045,180921
2046,180921
2047,180921
2048,180921
2049,180921
2050,180921
2051,180921
2052,180921
2053,180921
2054,180921
2055,180921
2056,180921
2057,180921
2058,180921
2059,180921
2060,180921
2061,180921
2062,180921
2063,180921
2064,180921
2065,180921
2066,180921
2067,180921
2068,180921
2069,180921
2070,180921
2071,180921
2072,180921
2073,180921
2074,180921
2075,180921
2076,180921
2077,180921
2078,180921
2079,180921
2080,180921
2081,180921
2082,180921
2083,180921
2084,180921
2085,180921
2086,180921
2087,180921
2088,180921
2089,180921
2090,180921
2091,180921
2092,180921
2093,180921
2094,180921
2095,180921
2096,180921
2097,180921
2098,180921
2099,180921
2100,180921
2101,180921
2102,180921
2103,180921
2104,180921
2105,180921
2106,180921
2107,180921
2108,180921
2109,180921
2110,180921
2111,180921
2112,180921
2113,180921
2114,180921
2115,180921
2116,180921
2117,180921
2118,180921
2119,180921
2120,180921
2121,180921
2122,180921
2123,180921
2124,180921
2125,180921
2126,180921
2127,180921
2128,180921
2129,180921
2130,180921
2131,180921
2132,180921
2133,180921
2134,180921
2135,180921
2136,180921
2137,180921
2138,180921
2139,180921
2140,180921
2141,180921
2142,180921
2143,180921
2144,180921
2145,180921
2146,180921
2147,180921
2148,180921
2149,180921
2150,180921
2151,180921
2152,180921
2153,180921
2154,180921
2155,180921
2156,180921
2157,180921
2158,180921
2159,180921
2160,180921
2161,180921
2162,180921
2163,180921
2164,180921
2165,180921
2166,180921
2167,180921
2168,180921
2169,180921
2170,180921
2171,180921
2172,180921
2173,180921
2174,180921
2175,180921
2176,180921
2177,180921
2178,180921
2179,180921
2180,180921
2181,180921
2182,180921
2183,180921
2184,180921
2185,180921
2186,180921
2187,180921
2188,180921
2189,180921
2190,180921
2191,180921
2192,180921
2193,180921
2194,180921
2195,180921
2196,180921
2197,180921
2198,180921
2199,180921
2200,180921
2201,180921
2202,180921
2203,180921
2204,180921
2205,180921
2206,180921
2207,180921
2208,180921
2209,180921
2210,180921
2211,180921
2212,180921
2213,180921
2214,180921
2215,180921
2216,180921
2217,180921
2218,180921
2219,180921
2220,180921
2221,180921
2222,180921
2223,180921
2224,180921
2225,180921
2226,180921
2227,180921
2228,180921
2229,180921
2230,180921
2231,180921
2232,180921
2233,180921
2234,180921
2235,180921
2236,180921
2237,180921
2238,180921
2239,180921
2240,180921
2241,180921
2242,180921
2243,180921
2244,180921
2245,180921
2246,180921
2247,180921
2248,180921
2249,180921
2250,180921
2251,180921
2252,180921
2253,180921
2254,180921
2255,180921
2256,180921
2257,180921
2258,180921
2259,180921
2260,180921
2261,180921
2262,180921
2263,180921
2264,180921
2265,180921
2266,180921
2267,180921
2268,180921
2269,180921
2270,180921
2271,180921
2272,180921
2273,180921
2274,180921
2275,180921
2276,180921
2277,180921
2278,180921
2279,180921
2280,180921
2281,180921
2282,180921
2283,180921
2284,180921
2285,180921
2286,180921
2287,180921
2288,180921
2289,180921
2290,180921
2291,180921
2292,180921
2293,180921
2294,180921
2295,180921
2296,180921
2297,180921
2298,180921
2299,180921
2300,180921
2301,180921
2302,180921
2303,180921
2304,180921
2305,180921
2306,180921
2307,180921
2308,180921
2309,180921
2310,180921
2311,180921
2312,180921
2313,180921
2314,180921
2315,180921
2316,180921
2317,180921
2318,180921
2319,180921
2320,180921
2321,180921
2322,180921
2323,180921
2324,180921
2325,180921
2326,180921
2327,180921
2328,180921
2329,180921
2330,180921
2331,180921
2332,180921
2333,180921
2334,180921
2335,180921
2336,180921
2337,180921
2338,180921
2339,180921
2340,180921
2341,180921
2342,180921
2343,180921
2344,180921
2345,180921
2346,180921
2347,180921
2348,180921
2349,180921
2350,180921
2351,180921
2352,180921
2353,180921
2354,180921
2355,180921
2356,180921
2357,180921
2358,180921
2359,180921
2360,180921
2361,180921
2362,180921
2363,180921
2364,180921
2365,180921
2366,180921
2367,180921
2368,180921
2369,180921
2370,180921
2371,180921
2372,180921
2373,180921
2374,180921
2375,180921
2376,180921
2377,180921
2378,180921
2379,180921
2380,180921
2381,180921
2382,180921
2383,180921
2384,180921
2385,180921
2386,180921
2387,180921
2388,180921
2389,180921
2390,180921
2391,180921
2392,180921
2393,180921
2394,180921
2395,180921
2396,180921
2397,180921
2398,180921
2399,180921
2400,180921
2401,180921
2402,180921
2403,180921
2404,180921
2405,180921
2406,180921
2407,180921
2408,180921
2409,180921
2410,180921
2411,180921
2412,180921
2413,180921
2414,180921
2415,180921
2416,180921
2417,180921
2418,180921
2419,180921
2420,180921
2421,180921
2422,180921
2423,180921
2424,180921
2425,180921
2426,180921
2427,180921
2428,180921
2429,180921
2430,180921
2431,180921
2432,180921
2433,180921
2434,180921
2435,180921
2436,180921
2437,180921
2438,180921
2439,180921
2440,180921
2441,180921
2442,180921
2443,180921
2444,180921
2445,180921
2446,180921
2447,180921
2448,180921
2449,180921
2450,180921
2451,180921
2452,180921
2453,180921
2454,180921
2455,180921
2456,180921
2457,180921
2458,180921
2459,180921
2460,180921
2461,180921
2462,180921
2463,180921
2464,180921
2465,180921
2466,180921
2467,180921
2468,180921
2469,180921
2470,180921
2471,180921
2472,180921
2473,180921
2474,180921
2475,180921
2476,180921
2477,180921
2478,180921
2479,180921
2480,180921
2481,180921
2482,180921
2483,180921
2484,180921
2485,180921
2486,180921
2487,180921
2488,180921
2489,180921
2490,180921
2491,180921
2492,180921
2493,180921
2494,180921
2495,180921
2496,180921
2497,180921
2498,180921
2499,180921
2500,180921
2501,180921
2502,180921
2503,180921
2504,180921
2505,180921
2506,180921
2507,180921
2508,180921
2509,180921
2510,180921
2511,180921
2512,180921
2513,180921
2514,180921
2515,180921
2516,180921
2517,180921
2518,180921
2519,180921
2520,180921
2521,180921
2522,180921
2523,180921
2524,180921
2525,180921
2526,180921
2527,180921
2528,180921
2529,180921
2530,180921
2531,180921
2532,180921
2533,180921
2534,180921
2535,180921
2536,180921
2537,180921
2538,180921
2539,180921
2540,180921
2541,180921
2542,180921
2543,180921
2544,180921
2545,180921
2546,180921
2547,180921
2548,180921
2549,180921
2550,180921
2551,180921
2552,180921
2553,180921
2554,180921
2555,180921
2556,180921
2557,180921
2558,180921
2559,180921
2560,180921
2561,180921
2562,180921
2563,180921
2564,180921
2565,180921
2566,180921
2567,180921
2568,180921
2569,180921
2570,180921
2571,180921
2572,180921
2573,180921
2574,180921
2575,180921
2576,180921
2577,180921
2578,180921
2579,180921
2580,180921
2581,180921
2582,180921
2583,180921
2584,180921
2585,180921
2586,180921
2587,180921
2588,180921
2589,180921
2590,180921
2591,180921
2592,180921
2593,180921
2594,180921
2595,180921
2596,180921
2597,180921
2598,180921
2599,180921
2600,180921
2601,180921
2602,180921
2603,180921
2604,180921
2605,180921
2606,180921
2607,180921
2608,180921
2609,180921
2610,180921
2611,180921
2612,180921
2613,180921
2614,180921
2615,180921
2616,180921
2617,180921
2618,180921
2619,180921
2620,180921
2621,180921
2622,180921
2623,180921
2624,180921
2625,180921
2626,180921
2627,180921
2628,180921
2629,180921
2630,180921
2631,180921
2632,180921
2633,180921
2634,180921
2635,180921
2636,180921
2637,180921
2638,180921
2639,180921
2640,180921
2641,180921
2642,180921
2643,180921
2644,180921
2645,180921
2646,180921
2647,180921
2648,180921
2649,180921
2650,180921
2651,180921
2652,180921
2653,180921
2654,180921
2655,180921
2656,180921
2657,180921
2658,180921
2659,180921
2660,180921
2661,180921
2662,180921
2663,180921
2664,180921
2665,180921
2666,180921
2667,180921
2668,180921
2669,180921
2670,180921
2671,180921
2672,180921
2673,180921
2674,180921
2675,180921
2676,180921
2677,180921
2678,180921
2679,180921
2680,180921
2681,180921
2682,180921
2683,180921
2684,180921
2685,180921
2686,180921
2687,180921
2688,180921
2689,180921
2690,180921
2691,180921
2692,180921
2693,180921
2694,180921
2695,180921
2696,180921
2697,180921
2698,180921
2699,180921
2700,180921
2701,180921
2702,180921
2703,180921
2704,180921
2705,180921
2706,180921
2707,180921
2708,180921
2709,180921
2710,180921
2711,180921
2712,180921
2713,180921
2714,180921
2715,180921
2716,180921
2717,180921
2718,180921
2719,180921
2720,180921
2721,180921
2722,180921
2723,180921
2724,180921
2725,180921
2726,180921
2727,180921
2728,180921
2729,180921
2730,180921
2731,180921
2732,180921
2733,180921
2734,180921
2735,180921
2736,180921
2737,180921
2738,180921
2739,180921
2740,180921
2741,180921
2742,180921
2743,180921
2744,180921
2745,180921
2746,180921
2747,180921
2748,180921
2749,180921
2750,180921
2751,180921
2752,180921
2753,180921
2754,180921
2755,180921
2756,180921
2757,180921
2758,180921
2759,180921
2760,180921
2761,180921
2762,180921
2763,180921
2764,180921
2765,180921
2766,180921
2767,180921
2768,180921
2769,180921
2770,180921
2771,180921
2772,180921
2773,180921
2774,180921
2775,180921
2776,180921
2777,180921
2778,180921
2779,180921
2780,180921
2781,180921
2782,180921
2783,180921
2784,180921
2785,180921
2786,180921
2787,180921
2788,180921
2789,180921
2790,180921
2791,180921
2792,180921
2793,180921
2794,180921
2795,180921
2796,180921
2797,180921
2798,180921
2799,180921
2800,180921
2801,180921
2802,180921
2803,180921
2804,180921
2805,180921
2806,180921
2807,180921
2808,180921
2809,180921
2810,180921
2811,180921
2812,180921
2813,180921
2814,180921
2815,180921
2816,180921
2817,180921
2818,180921
2819,180921
2820,180921
2821,180921
2822,180921
2823,180921
2824,180921
2825,180921
2826,180921
2827,180921
2828,180921
2829,180921
2830,180921
2831,180921
2832,180921
2833,180921
2834,180921
2835,180921
2836,180921
2837,180921
2838,180921
2839,180921
2840,180921
2841,180921
2842,180921
2843,180921
2844,180921
2845,180921
2846,180921
2847,180921
2848,180921
2849,180921
2850,180921
2851,180921
2852,180921
2853,180921
2854,180921
2855,180921
2856,180921
2857,180921
2858,180921
2859,180921
2860,180921
2861,180921
2862,180921
2863,180921
2864,180921
2865,180921
2866,180921
2867,180921
2868,180921
2869,180921
2870,180921
2871,180921
2872,180921
2873,180921
2874,180921
2875,180921
2876,180921
2877,180921
2878,180921
2879,180921
2880,180921
2881,180921
2882,180921
2883,180921
2884,180921
2885,180921
2886,180921
2887,180921
2888,180921
2889,180921
2890,180921
2891,180921
2892,180921
2893,180921
2894,180921
2895,180921
2896,180921
2897,180921
2898,180921
2899,180921
2900,180921
2901,180921
2902,180921
2903,180921
2904,180921
2905,180921
2906,180921
2907,180921
2908,180921
2909,180921
2910,180921
2911,180921
2912,180921
2913,180921
2914,180921
2915,180921
2916,180921
2917,180921
2918,180921
2919,180921
